Background_Color,Text_Color,Contrast_Ratio
#DC27B0,#112F37,1.86
#DEDC20,#516AD6,1.81
#B251E0,#CB0486,1.82
#F3C6F5,#0A84B5,1.83
#6CA711,#731937,2.65
#989ECC,#C29E1A,1.02
#6A07DE,#DF5CF7,2.55
#2F3C66,#DBE369,3.14
#6811DD,#FE1D47,1.47
#E68EC8,#C86B2E,1.31
#09E6EB,#CC62D6,1.38
#74583B,#E2A0A5,1.79
#3D6E59,#662209,1.87
#70E1FA,#78CE34,1.14
#C994A7,#C38B4C,1.09
#B74115,#B15ED6,1.34
#8050A3,#B54E9A,1.08
#B2F906,#A6FB95,1.04
#ED1554,#F5F994,3.01
#9C5883,#517896,1.07
#23B8C0,#81F09D,1.35
#56E18F,#7C5DD7,1.67
#0CD137,#5BBAE3,1.08
#B14B80,#74945C,1.32
#8FC47D,#8C7E26,1.42
#7CD8AE,#2D94E3,1.43
#787334,#B5BA38,1.52
#1BD627,#400A03,5.17
#3BF7F9,#B42A60,2.5
#6CE3FF,#F193D9,1.17
#C6EDE5,#51F828,1.15
#ED86D7,#AD120F,2.75
#76997D,#CE821B,1.03
#8D4955,#9D53B7,1.17
#6C468D,#B5EC69,2.37
#AD4241,#89331B,1.26
#1CAE1A,#FCF452,1.7
#8934A8,#639CD6,1.76
#33B121,#22CC7B,1.15
#13939C,#F2405C,1.14
#EECEB0,#726AF8,1.71
#85264F,#9A7F79,1.96
#422E49,#528106,1.89
#FEE12F,#4FCA63,1.28
#C8D657,#FF5668,1.58
#1B3356,#3508DB,1.34
#CCF56B,#4B354C,3.32
#9E6E8F,#743896,1.53
#0365B5,#8FA559,1.7
#A4B1F0,#2A7F01,1.7
#BF6F48,#40CF7E,1.33
#6FB69E,#1C6209,1.99
#A6FF40,#C94E81,1.95
#E15963,#EE12EA,1.41
#A0220D,#659A11,2.02
#F19A8B,#88AFD6,1.01
#C5BABE,#B935E0,1.9
#52D030,#DC2CEB,1.69
#EC8502,#43F266,1.31
#BC1BB2,#6D5104,1.11
#82CD6F,#4CF4DC,1.12
#227649,#372790,1.75
#F98413,#553687,2.04
#5EB2F6,#E7C0B7,1.19
#5AE11E,#BD107B,2.66
#CF4CA7,#7639D2,1.31
#F5BF05,#B0C0EC,1.01
#A13D85,#0895BD,1.34
#99F57C,#E9D91A,1.05
#8F65EE,#A3AE77,1.36
#BA9943,#3BDD2E,1.12
#59C652,#929FD5,1.04
#E81CB0,#D700F1,1.25
#06C6B6,#BD9EC2,1.07
#D0A252,#922D53,2.18
#684492,#CB6637,1.41
#CCA634,#404E75,1.97
#E26839,#1074C4,1.23
#D6D4C6,#84B2AD,1.24
#C07D6A,#18B095,1.03
#B28783,#D138F3,1.36
#6175F9,#E19964,1.31
#4A4309,#503566,1.03
#9735DA,#BFD066,2.13
#1DB933,#BF65A2,1.13
#29E03F,#96C680,1.05
#18EB03,#960B69,3.1
#A8B309,#C43677,1.74
#3AE5CD,#2A1504,5.51
#7785B7,#ABAE38,1.21
#D2F4D1,#ACC42B,1.28
#87A7E9,#2C18D0,3.27
#70CE0E,#6BB703,1.11
#D9D046,#82A67B,1.27
#3CF504,#40CBC7,1.08
#A0BA48,#C1579C,1.45
#7DDE35,#968E83,1.3
#FA7823,#50A028,1.05
#6B22D6,#0F8F81,1.69
#C56F04,#0D82A6,1.11
#EA9CA9,#51994F,1.28
#E2B044,#1FA2D9,1.27
#5506A0,#EAAF36,4.11
#362356,#43C02E,3.02
#4E8125,#777EF0,1.17
#DFFE79,#7BE78C,1.17
#9D9C01,#9BF062,1.42
#2BDA08,#0ACF05,1.09
#A54445,#12F894,2.02
#8B1E6D,#985BC6,1.74
#6838DA,#8E15DA,1.23
#008362,#FD03AC,1.4
#BDB0F9,#2F18A9,3.78
#0F9C1C,#4046F0,1.38
#A264BE,#C0E102,1.62
#4BF9A4,#049358,1.75
#7169BD,#CBE054,1.77
#60AFEC,#45FA2D,1.19
#67A19F,#EA44A5,1.31
#A152D3,#CF266C,1.32
#D59EE0,#0C42BF,2.45
#ECD853,#3B6531,2.21
#DB8474,#4D318E,2.18
#388588,#DEAE16,1.44
#C007AD,#084767,1.02
#DFEE51,#6B3F2B,2.82
#ADB58F,#ECCC7F,1.15
#D18B5B,#6B76DC,1.2
#34193D,#3EA4FE,3.51
#9CEBC1,#569C22,1.57
#618770,#C18040,1.09
#D661A1,#9A0F5C,2.22
#BC95EC,#260F1E,5.23
#A32BEB,#CE737A,1.55
#AC1883,#825275,1.42
#20ABF4,#1C71FD,1.35
#ECDFD2,#33B808,1.53
#ECCD50,#93EA97,1.03
#F8ADC3,#D88E90,1.19
#5D88D8,#62B72D,1.15
#90D57A,#C092D1,1.18
#E9A0EC,#ADD127,1.04
#A7BAA2,#B694F9,1.1
#B1AB78,#41C29C,1.03
#06FD8B,#7426E6,2.52
#3081DC,#78A3FE,1.32
#8BB39E,#613C66,2.17
#EB4AE5,#889F94,1.26
#0B05F6,#FC1571,2.46
#40F080,#81CD9E,1.05
#8D4942,#5904C5,2.04
#067D83,#C1B6BF,1.75
#CB1D92,#A003C4,1.38
#20EE6A,#F37B77,1.23
#A5799A,#2902BF,3.97
#A500CE,#A6D73C,3.29
#0565C6,#AB3A6B,1.02
#1BCBF2,#C4D1C0,1.2
#F3204D,#3B986C,1.53
#F49476,#20DD81,1.04
#C783CF,#3D891B,1.3
#CED5C5,#6EDEA1,1.08
#E6B3C0,#48D3E7,1.04
#AC9F92,#6262DF,1.45
#67424B,#D2B5BB,2.3
#8D48EF,#90CBCE,1.82
#1980D0,#8DB41C,1.39
#C6C756,#797054,1.63
#4E151E,#5ED3DE,4.29
#CC33E3,#FDF39A,2.31
#358B83,#E19EA1,1.39
#50F45A,#7978B2,1.54
#AE7490,#6A34CF,1.64
#85F973,#B83603,2.51
#280EF8,#B2E39F,4.56
#5173F9,#5D26D8,1.73
#DCFE08,#94B463,1.34
#C35D43,#DEC2EF,1.72
#743D56,#0410B2,2.3
#FC8544,#37C057,1.01
#0F8F30,#36CAC7,1.5
#0ABB12,#071137,4.94
#EA831E,#9302E0,2.57
#32DCB7,#56C8E7,1.02
#ABC84B,#5ED495,1.01
#ECA608,#10D96E,1.02
#40E5AC,#92A6B8,1.15
#B855B1,#E137B3,1.11
#AB42D4,#2F9F52,1.28
#C93911,#35BFD7,1.81
#D83764,#EFB315,1.84
#6E26A6,#404B97,1.21
#D1303E,#CCBE9A,2.12
#09D145,#61E7FD,1.28
#D3C728,#289F26,1.47
#D97514,#FF9AF5,1.35
#310834,#C0FCB7,7.57
#9BD4F2,#3A682F,2.09
#5FB2D8,#FB9AFE,1.11
#5039D1,#E2E039,2.63
#04103B,#8F85D4,5.24
#6D7F93,#E6072B,1.97
#294E7C,#A5D97F,2.46
#D5A3AC,#D5B989,1.07
#B510C5,#1D2050,1.62
#ABA24A,#0D1125,5.61
#E5A386,#DEAB69,1.01
#166D04,#2438A0,1.33
#3E40BC,#B46013,1.42
#6BF1EF,#E32B77,2.24
#1685C2,#4A5809,1.37
#429E09,#59BCE8,1.3
#917430,#FA41E5,1.01
#002ADF,#8601B2,1.07
#62A5DA,#98DFB5,1.3
#1E7E77,#4629D5,1.63
#AD2AB0,#C63F0B,1.09
#3E8235,#F515D7,1.29
#26333B,#D214F4,1.45
#14680B,#2F3B08,1.41
#254D26,#37D713,2.29
#0327DF,#803A0C,1.43
#F1BB33,#552C27,3.09
#E0695D,#031DB0,3.04
#6242B3,#277FDE,1.36
#5E4600,#A4B38F,2.25
#977142,#C4C78C,1.59
#7099C4,#C0C890,1.29
#D66E1E,#19E989,1.4
#F54936,#94CB34,1.6
#8CACAA,#449AD4,1.16
#0C9083,#866C97,1.01
#3A58F9,#EED4AF,2.15
#567B41,#B1254E,1.5
#578D39,#88FEB4,1.74
#96ACAD,#B199FD,1.01
#7961EF,#E923BD,1.24
#3B7792,#4A70B8,1.01
#0825F2,#F2CA9F,3.77
#BB7679,#31ACAC,1.09
#9AB962,#9B72BE,1.31
#9B8E01,#97D6D3,1.45
#09B35C,#D2300F,1.61
#2F20C0,#207BA8,2.01
#7AF5A0,#B993D9,1.3
#0536C9,#D3BFB0,3.09
#DB97DC,#AF349F,1.86
#DD5EC8,#D016A3,1.67
#7A1BAC,#39C46B,2.45
#3E29F9,#B8A8FB,2.6
#78E1D2,#351D46,4.3
#E38BE5,#3F0743,4.92
#FD711F,#74B41E,1.13
#B81856,#63BBC4,2.41
#26AAEE,#62409C,1.76
#CBFD23,#E20637,3.47
#02E9F4,#906E68,1.52
#2F9851,#B6F440,1.68
#68DBA0,#7CB040,1.2
#22C466,#FAD22E,1.31
#D674BA,#AD21AA,1.81
#55F56C,#2DE861,1.1
#B0A705,#BAC62D,1.16
#9730B4,#F379D0,1.8
#BA49BB,#27ECBC,1.72
#DE0DD8,#0D23AF,1.6
#2827FD,#4652CF,1.5
#3CB3D4,#7328FD,2.01
#6AD1FF,#6CD144,1.07
#F933D9,#3EFB89,1.83
#0FD318,#5DAE14,1.06
#98A74D,#08735D,1.64
#B05D2C,#65EE25,1.73
#52D2A9,#23A2A9,1.3
#B585D6,#164098,2.18
#1DDC98,#08442D,2.82
#62CE3F,#CF3894,1.73
#CECFC0,#7999C3,1.35
#0B49A9,#731826,1.39
#2E5961,#621EE1,1.31
#D8BC95,#C0FD42,1.17
#E509A9,#2AD686,2.3
#639E3F,#DE2D9B,1.46
#18C918,#05EBA8,1.19
#518D04,#30253C,2.44
#EFFD60,#4EEEB7,1.18
#C34DF6,#291F00,2.91
#CA9FBB,#E72DD5,1.67
#A82A4E,#6D170C,1.58
#FEC396,#5AF73C,1.02
#FF0D30,#9104D6,1.29
#21099A,#C6CCBC,5.74
#AFC070,#6FC135,1.1
#193346,#2B3825,1.08
#402D92,#21F6B2,3.02
#A6438F,#E6753D,1.41
#6F8A57,#980257,2.68
#0D4839,#6F90F6,2.21
#CCC812,#29AF96,1.27
#6DB302,#41FE36,1.29
#FCA90D,#189AEA,1.3
#0C7893,#B95C68,1.12
#48E2B4,#6F887E,1.42
#9DCB66,#1CC474,1.19
#443FCB,#A8B9CC,2.25
#BDF64A,#CDCC5A,1.12
#546631,#CA9AF9,1.72
#174B37,#8EDA87,2.77
#4AE0AD,#4ECC0F,1.14
#FDC871,#7A16D6,3.12
#CE776B,#5220BD,2.24
#AC72BA,#01D789,1.22
#5F3DFB,#8F5244,1.13
#E01BAC,#121D6F,2.03
#706F49,#0D87AF,1.03
#D58555,#982AF7,1.71
#8250C8,#8634A0,1.25
#6B8A89,#31778A,1.22
#BDC8FF,#611ED0,3.07
#7272FF,#F533F0,1.15
#BBE55F,#AD6027,1.84
#03D354,#ECAA1C,1.09
#E55640,#104EC5,1.48
#42801F,#FA39F5,1.03
#2A2C6D,#B6E30F,3.52
#55C64A,#0191C0,1.36
#6EB221,#E45A31,1.28
#E1495F,#24AFE1,1.35
#BD0095,#69BA02,2.64
#283123,#BC0929,1.06
#CD160B,#39D572,2.55
#810A1B,#B7191D,1.45
#E5D554,#BF1123,3.23
#C4DA96,#E7D640,1.01
#3572AB,#CAA022,1.46
#1A3CE1,#4612F8,1.33
#9BAB22,#598C20,1.27
#EA2932,#28E53A,1.98
#A2A95E,#3DF47B,1.2
#9D7427,#802BA5,1.6
#C6A6C6,#00A52D,1.4
#FBE448,#1048CE,2.84
#4156CD,#B9706F,1.36
#AF303F,#299C5F,1.57
#977798,#599D73,1.08
#E75211,#2ED2FC,1.57
#F049C4,#1C4FCB,1.45
#7716C4,#3B090A,2.09
#3CAA89,#E71F30,1.79
#97B256,#E98330,1.12
#6FCAEF,#F46363,1.39
#963DB2,#379787,1.41
#5ED89F,#A62377,2.43
#116649,#39FEA5,2.31
#4CCDAE,#89C6D4,1.06
#7FAF98,#CD72A3,1.18
#C7309A,#59FFF8,2.31
#E983B5,#69B104,1.04
#D52A4A,#CEE7FF,2.57
#9DCF53,#6DB148,1.19
#D97AAF,#82912E,1.08
#752C42,#10D773,2.41
#2616A4,#0150F1,1.81
#95158B,#9E7415,1.88
#365C4D,#2CEDAC,2.13
#972FAF,#91DDD6,2.38
#F1E5C4,#D3631B,1.86
#3D9916,#8296CA,1.19
#0ECC0B,#EB78E8,1.02
#A91E67,#1DD777,2.34
#C698DD,#D2E273,1.27
#8E4600,#590B81,1.9
#554897,#C945DE,1.3
#973397,#76DB7E,2.21
#85450B,#9B4B4F,1.15
#A2CDC3,#3DDFDE,1.03
#FB6DA8,#4EB2AA,1.08
#56838B,#9F2BF7,1.42
#88A997,#C545C2,1.47
#20C926,#867B52,1.23
#15EA75,#6AB117,1.18
#B00F64,#2BC9D7,2.66
#AF4268,#3B2BCA,1.48
#0CE717,#689D56,1.19
#8500BC,#1B7813,1.94
#4563B7,#65EEC0,1.96
#8BB40C,#A81C86,2.2
#BBA1AC,#F9E564,1.31
#039124,#C0059B,1.75
#BC358B,#7D7B85,1.36
#FCC6CE,#E5F0D5,1.12
#2FA523,#3544D0,1.63
#7BED28,#1891F0,1.52
#D74755,#79D4CD,1.78
#7676FD,#B31552,1.96
#3C2F3B,#7C356E,1.34
#2416E7,#84C546,3.54
#23D21A,#53C694,1.06
#EF699D,#1F5F06,1.71
#13914F,#F859EB,1.16
#60D4D0,#AD76CD,1.34
#8805AF,#834C20,1.68
#1C8497,#0F18F1,2.46
#79AE90,#FA5402,1.37
#AD6F19,#79A8E8,1.34
#1CA83B,#3B8209,1.2
#46FC33,#265657,2.39
#CBEBC9,#A3C531,1.24
#F5DFD2,#77ACEF,1.34
#EDB564,#927637,1.51
#61F17C,#F114F2,2.24
#3F56EF,#CCA5CC,1.8
#662004,#DE081C,1.17
#447AE7,#98130B,2.21
#B8414C,#A20F43,1.65
#244AB4,#37B63E,1.84
#92EE51,#FDC80E,1.04
#74D7E0,#721489,3.39
#52D1EB,#F34520,1.69
#A86283,#CED83D,1.68
#54FD63,#977397,1.58
#7D2E76,#29D15F,2.2
#8CF4F9,#38A43B,1.61
#8A63D7,#7CFDAA,1.81
#C5EA72,#2EAAB7,1.46
#703060,#487D93,1.65
#565647,#343464,1.43
#49084F,#65B8BC,4.52
#8FB083,#C681AA,1.12
#8391CA,#F61152,1.91
#DDA16E,#D2636F,1.34
#6E4BEF,#B9FDED,2.34
#B827F6,#9947C6,1.13
#31DE22,#7130BB,2.18
#C037D2,#D4ED93,2.2
#40E729,#A1A016,1.19
#B16E40,#7C803C,1.01
#6BEBB7,#8CF3FD,1.08
#A395F6,#850741,3.39
#DB2D17,#E28615,1.7
#D05EBC,#8FC3B2,1.42
#E46E20,#137EFB,1.14
#839B07,#9DF9F1,1.59
#B2A024,#5ACCD1,1.15
#0E167D,#3A4DBF,2.32
#E28696,#A94FD4,1.39
#805529,#1054AA,1.17
#B18AF0,#4C544B,1.76
#F4BDD1,#9AAC86,1.21
#915917,#7AB75F,1.62
#97A339,#A0861D,1.14
#4C416A,#8CFF50,2.78
#FFEF8B,#C7F12B,1.08
#289EFB,#91961F,1.0
#A44A6A,#1468D4,1.01
#D7B506,#3AE1AB,1.05
#7A3FBB,#62B598,1.79
#3C2CC0,#83975E,2.19
#DD5C06,#48C263,1.38
#1B9826,#3D7644,1.13
#32BCC6,#77F99F,1.32
#991A77,#B0F2BD,3.27
#B6D3C8,#D44903,1.97
#ECFCF0,#0DB6EB,1.6
#05AFDC,#A2F2D0,1.52
#57C35A,#1C1360,4.52
#5AC829,#965FFE,1.36
#05BCF4,#8DABE5,1.09
#08EE8C,#FCE60F,1.19
#D22981,#826871,1.28
#F6FC6D,#FEA442,1.34
#FC1D05,#E8913D,1.95
#A6FDC9,#63B3DC,1.37
#058435,#1F6755,1.13
#219AEA,#C2B8BB,1.36
#FD736C,#EB88E7,1.13
#6DA55D,#9E93F2,1.05
#1FA9A9,#0FD0C0,1.17
#6BCA7F,#A5D361,1.09
#397DD2,#2CAB18,1.13
#21F021,#1DA6F9,1.25
#D2896D,#55A245,1.08
#3CF8C7,#EDE5B9,1.11
#731035,#8CA060,3.12
#BFD5ED,#F86EB5,1.42
#B2A161,#6F9FAF,1.06
#7A85E0,#272C9B,2.35
#B109E0,#435BC8,1.46
#2749A7,#45D68E,2.24
#C517C3,#13AE5E,1.74
#E5B9B6,#353D30,2.91
#696EE2,#72C916,1.4
#3979C6,#3E812A,1.04
#9FC71B,#6242C6,2.01
#8CE4B8,#CB8EF3,1.25
#D58A2C,#CA5DF1,1.15
#6C1E0C,#E34AC2,2.2
#ACE69C,#D0ABE5,1.15
#BE447F,#D90C88,1.44
#EEC8B8,#E23F33,2.01
#38EFBD,#55DBB8,1.04
#D243F6,#EBF8F4,2.09
#9E8E40,#A395DA,1.11
#F2BCA6,#B71C9C,2.54
#0D74C1,#1515CC,2.39
#FFC611,#DB908C,1.22
#ED1616,#419726,1.71
#995C9E,#1D3257,2.01
#658CB7,#C2E03A,1.48
#E29F46,#3DFE5F,1.19
#8358CC,#67F83C,1.83
#18DA82,#DD670C,1.36
#BF3EAA,#30D85D,1.67
#944155,#4439F9,1.13
#0F7B87,#C0BE23,1.69
#12806D,#4F8085,1.13
#4240B4,#1FB175,1.8
#5CBE67,#AF0CFF,2.28
#31AA91,#E86E4C,1.06
#BEA0AE,#BEA234,1.04
#B9FF92,#E9C11E,1.21
#3D424A,#7E2456,1.09
#9C7CDA,#BC3E0D,1.53
#CCFE7F,#FE0A7B,2.98
#EEA2CE,#EB8A5C,1.15
#40C7D8,#E504E4,2.28
#CC9E04,#A19CF5,1.04
#F21510,#DEAF42,2.36
#43B03D,#ACE15A,1.38
#49851E,#1D9866,1.08
#68E9F2,#3A8EA1,1.58
#14EC19,#50E673,1.08
#344A5A,#9E0BE5,1.18
#5A7397,#94E494,1.74
#C4ADFB,#E31F51,2.2
#C02B6D,#7EC243,1.99
#BF409E,#38721F,1.02
#018000,#0FC156,1.53
#9EFE76,#2669AA,2.19
#338529,#89A51A,1.33
#D43083,#D76D10,1.35
#37AF36,#0BACB2,1.02
#C527C2,#77388A,1.1
#B7D48D,#924B74,2.02
#D8540C,#477C8F,1.06
#48D1EF,#D12916,2.21
#D90017,#4C7495,2.03
#A67DC0,#F8607D,1.06
#A8EC23,#181998,4.71
#193B68,#583EF5,1.38
#BCE3E6,#4D1BBB,3.74
#A15AEB,#ACC52E,1.51
#DA30D1,#9F1CC6,1.34
#FFDDBE,#A25578,2.05
#36E794,#19507E,2.37
#2BEF63,#7E1367,3.3
#951804,#4E43E2,1.51
#1809E5,#F37AA4,4.01
#CCEC60,#F9818A,1.38
#691118,#4BA63F,3.1
#AD7FB0,#0B50C3,1.77
#EEF7C3,#56F938,1.19
#2F495D,#2F5EFC,1.32
#04C155,#C4D4C0,1.39
#AD73DB,#E3DD5D,1.53
#22B42D,#BD39F9,1.36
#C7B468,#971D09,2.89
#DB1E5B,#B70556,1.42
#E2E4BD,#4C9665,1.66
#B45B99,#9DAFEC,1.48
#D54CEB,#704D83,1.28
#C56F4B,#382355,2.5
#665376,#FCC375,2.09
#FBA1AB,#01A234,1.46
#0FB326,#6D8F14,1.05
#DF52DF,#E95D27,1.03
#70F235,#83E41B,1.04
#E2F5AF,#2654C9,2.61
#C85A6E,#A77391,1.1
#BECDD9,#C0FB2E,1.1
#23348A,#5A1C52,1.16
#01883A,#CA3BB7,1.03
#6FE13C,#0FB7FA,1.22
#7DF96D,#BE7093,1.57
#6FED08,#FD1997,2.17
#A4F1A8,#334B6A,2.73
#0A9056,#68D5DF,1.64
#A636A5,#0F3877,1.53
#412837,#BF6C1A,2.24
#129C64,#AF75A6,1.08
#C939CE,#ED23F9,1.05
#8E4809,#F2421F,1.2
#AF53BE,#13C277,1.33
#6B5273,#61EA16,1.97
#D59EA6,#F2D356,1.21
#85CBE7,#56AB4E,1.28
#A3FD39,#6D64B3,1.93
#1FF8CF,#B72B57,2.39
#8A6E9F,#B151E3,1.06
#D0CFF8,#78FE31,1.0
#93D1D9,#A2FC60,1.12
#EE6D8E,#1F303A,2.62
#78E165,#866DC4,1.55
#BDBA2A,#0660BD,1.96
#DFBAD8,#D6CF9F,1.04
#10E292,#935F7F,1.55
#E69FB7,#1A9D41,1.39
#1BE0BD,#1BCEC0,1.07
#54BB54,#CFE8DE,1.4
#AB91A6,#10B72A,1.1
#1860F8,#86DA75,1.97
#DA1A7B,#FAE96A,2.77
#6A2862,#FA8235,2.29
#E8BC20,#865B0E,1.85
#95E0AE,#CE34F3,1.95
#A7AB56,#3155A4,1.85
#B25220,#6460AA,1.03
#A28D95,#735858,1.49
#6B814C,#B56602,1.07
#53D0A6,#4E1938,3.73
#34E6B9,#1FB4E7,1.22
#0D1B5F,#B1B0E2,4.62
#84BB1B,#7774E2,1.29
#C992AB,#551773,3.1
#E3537F,#1700B4,4.23
#8178DD,#3D87D7,1.03
#703973,#FFC06A,2.47
#99AE2E,#D9FF02,1.4
#A0FABF,#7DCF13,1.27
#DB79A3,#D42117,1.9
#99D74C,#26D690,1.11
#901158,#B2D953,3.42
#891B6A,#0AC735,2.34
#658E4A,#65AD59,1.16
#C16073,#9EFD08,1.74
#889F32,#A6DAA8,1.36
#337331,#00D5A5,1.62
#32551D,#9EE331,2.46
#C9024E,#AAF0B7,3.74
#B0D524,#48A4BE,1.29
#CD6517,#C68688,1.23
#9B546B,#AEAE4A,1.58
#85044A,#3AF3B1,4.3
#AB13DE,#6CA2EA,2.14
#73B6FD,#8E3DDF,1.81
#6E60ED,#60A066,1.27
#F5857D,#25CAED,1.08
#867BCE,#EE8CF7,1.26
#910ED2,#E91548,1.2
#56AA75,#E0D1F2,1.41
#E73A9B,#8486EC,1.34
#59184A,#59C756,3.33
#9E652C,#25CAAE,1.46
#1059E5,#499663,1.48
#8C2240,#C26285,1.87
#8FBFBF,#01F558,1.01
#BE18B9,#617A8F,1.57
#177836,#BE6B80,1.29
#DDE838,#90363D,2.66
#5E169C,#E1325B,1.72
#402F67,#FD6374,2.16
#452F8B,#556131,1.46
#29B88D,#78AF78,1.05
#4F70D2,#58F320,1.66
#52A89B,#BFFEFA,1.57
#015501,#2191FF,1.92
#545EEF,#9C7EDC,1.32
#B158C1,#F8EAE0,1.96
#AC3DB4,#5A47DC,1.08
#99900D,#394275,1.85
#2BED46,#4DD21C,1.08
#AF631B,#694F60,1.25
#8AE99F,#864F54,2.12
#2E29A6,#A7E35A,3.4
#286E40,#C4320B,1.15
#932BCE,#3A55FA,1.16
#D6EE1E,#BA4864,2.08
#A58856,#41BA8C,1.12
#673A88,#4E52C5,1.19
#9508C8,#6FF9B0,3.52
#6B72D2,#2FDD0F,1.38
#84871E,#1A6D3F,1.38
#A728B0,#B9C93A,2.23
#072FA2,#F8323D,1.77
#003B6C,#B31F45,1.24
#5C696C,#06E616,1.56
#0E52B2,#042AC2,1.51
#1AC2A2,#FA7593,1.05
#895427,#EB7342,1.43
#B01781,#900C4A,1.33
#A9AADD,#EC111A,2.42
#DAC46C,#54C38C,1.15
#65A554,#7D573F,1.49
#BACB7B,#B0DD7D,1.05
#2A399E,#7CC97C,2.6
#EC3CE7,#130EBF,3.02
#BB1B0F,#7EB6B2,2.5
#8686D3,#CA246F,1.7
#FB9557,#055D4E,2.08
#4ABB7A,#258836,1.4
#098349,#049501,1.06
#AACC72,#C894E1,1.14
#28AB76,#0F74C3,1.35
#B4CC57,#93BD3C,1.11
#AEF3E5,#48B1DB,1.41
#157D7D,#91F752,1.96
#326B3C,#B595A5,1.63
#71D2E9,#BE3B10,2.11
#5718A5,#BA1962,1.28
#10BD71,#56369E,1.97
#1A2489,#DEE024,4.13
#644C6D,#87985A,1.63
#35ADDA,#2B98B0,1.14
#533399,#516B40,1.43
#7948F9,#6671AD,1.18
#6E2DF4,#CB501C,1.34
#10E259,#86B9D3,1.02
#15F04D,#F86699,1.3
#A91184,#03D8D8,2.61
#47279B,#482C16,1.1
#3494B3,#12BFEE,1.19
#65F3A4,#D1D23E,1.04
#471EBE,#7A548E,1.73
#A47A88,#93D491,1.42
#722F8D,#DBD802,2.65
#9062C1,#DA3573,1.21
#1BABF3,#50C57D,1.13
#D60823,#03A528,2.02
#90E1DC,#0A3998,3.3
#70527F,#432C4A,1.64
#4ACBFE,#B0F7F4,1.27
#5142E7,#C32B2D,1.06
#035D3B,#4315A2,1.57
#9DFB3C,#0C1190,6.07
#C279A4,#50CA0A,1.15
#EE53CE,#BE623E,1.08
#6BCB71,#79BE9C,1.02
#4EBAD8,#12586C,2.04
#C1E188,#24F8B5,1.06
#3AC3D9,#44E2E2,1.14
#A0C9EF,#671537,3.87
#9CB164,#DB2FB1,1.7
#90FD64,#320908,7.62
#BF3C98,#0D6BCD,1.0
#EB017E,#C9F525,3.22
#C56736,#B4F925,1.75
#CB4629,#871BE4,1.41
#6996E9,#7E31B3,1.82
#974BB0,#9F6C44,1.16
#8DAA53,#2F0B34,4.96
#9924B9,#C722BE,1.1
#E24E9B,#A68289,1.18
#7BD5AD,#3C9984,1.41
#3602B4,#8DFFB0,6.15
#3EF316,#4072A9,1.68
#8E2A1A,#89941B,2.0
#30EE62,#BE3BAF,1.85
#97AE41,#C521D8,1.85
#56C884,#B29914,1.14
#6F2D7F,#69DEA4,2.65
#FB0282,#1428F3,1.22
#8C6136,#FF31B4,1.01
#687189,#FC04DA,1.48
#868927,#3A0D75,3.32
#D242FE,#2896D0,1.17
#43DEDF,#13C8DE,1.15
#9D41B9,#5F1902,2.08
#8AC02D,#13DCCB,1.03
#783D06,#7A19B0,1.19
#B7E936,#0E25D8,3.85
#355021,#985754,1.36
#58B0E5,#9D1481,2.49
#D3BDF1,#C9B0A2,1.09
#F2BF3C,#43CA35,1.17
#3DFC3A,#83F8AF,1.1
#62A024,#789411,1.04
#C109E2,#E41D3B,1.13
#303A2C,#68217A,1.01
#85DD7E,#BCF51F,1.11
#56A6C5,#DFA59D,1.16
#A2B723,#34A52C,1.25
#E799E7,#BEE134,1.16
#4B0E6C,#796737,2.5
#FA3FB8,#EE063F,1.72
#83D04D,#85EC66,1.11
#527282,#0D94FA,1.15
#374946,#32CF25,2.13
#A89B32,#60C915,1.1
#4CF73B,#EC1F9D,2.18
#D60213,#82732F,2.06
#A47594,#B24754,1.32
#13BFFF,#BDB4A3,1.13
#84EF9D,#3F73C3,1.82
#0C1524,#6888CD,4.46
#A30F90,#FA695A,2.15
#8BE692,#7A919C,1.41
#EE475C,#018A5C,1.02
#F338B8,#2AEC99,1.71
#713DCC,#7749D9,1.11
#99DF45,#AB8D29,1.37
#111227,#A324E4,2.8
#5B9D1B,#5C2D7E,1.99
#D82845,#874BC4,1.18
#325BB9,#372B82,1.58
#4E2C69,#B69DBE,2.59
#EF5B17,#4B01D7,2.9
#B2BB03,#425CF4,1.67
#25CA58,#5BDE38,1.14
#DF5782,#461361,2.73
#02473C,#B9AEBF,2.79
#62B990,#80B638,1.01
#8EB5F4,#42CB6C,1.06
#6BA969,#63E39E,1.27
#056B42,#4B1DEB,1.43
#E02719,#3B2213,1.77
#1A9076,#CEE1A4,1.77
#B92CAB,#DFA397,1.96
#91C0F4,#51FE4D,1.09
#C6D6D2,#80C4A9,1.16
#1480FE,#14FF08,1.58
#3332D3,#44949A,1.93
#369968,#ADF8C3,1.71
#2BBD49,#02C689,1.01
#1D1F6F,#0F1326,1.52
#40A583,#20B4E8,1.07
#98662F,#8D9BCD,1.39
#23C6AB,#64658F,1.49
#FF8DC8,#86537A,1.67
#321082,#38EAFB,4.75
#3B1FCD,#C89DEF,2.97
#CA9B4C,#8038CC,1.82
#5349CD,#5E9E1C,1.52
#E201F2,#A0ECD3,2.92
#A1877D,#22925C,1.16
#8A67A8,#9F2B0C,1.64
#39A640,#54AC8B,1.1
#24AC67,#B4AC48,1.19
#4D51C1,#5B2E9D,1.32
#C71B5A,#A57A1C,1.7
